,tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
1288,520,2013-07-01 07:20:09,2013-07-01 07:28:49,174,E 25 St & 1 Ave,40.7381765,-73.97738662,519,Pershing Square N,40.75188406,-73.97770164,15324,Subscriber,1979,1
1322,1520,2013-07-01 07:23:01,2013-07-01 07:48:21,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,387,Centre St & Chambers St,40.71273266,-74.0046073,17422,Subscriber,1981,2
1370,452,2013-07-01 07:26:43,2013-07-01 07:34:15,2012,E 27 St & 1 Ave,40.739445,-73.97680600000001,446,W 24 St & 7 Ave,40.74487634,-73.99529885,15565,Customer,\N,0
1406,758,2013-07-01 07:29:27,2013-07-01 07:42:05,267,Broadway & W 36 St,40.75097711,-73.98765428,352,W 56 St & 6 Ave,40.76340613,-73.97722479,17735,Customer,\N,0
1461,537,2013-07-01 07:32:43,2013-07-01 07:41:40,244,Willoughby Ave & Hall St,40.69196035,-73.96536851,300,Shevchenko Pl & E 6 St,40.728145,-73.990214,19705,Subscriber,1968,1
1485,1252,2013-07-01 07:34:22,2013-07-01 07:55:14,2022,E 59 St & Sutton Pl,40.75849116,-73.95920622,309,Murray St & West St,40.7149787,-74.013012,17232,Subscriber,1977,2
1526,389,2013-07-01 07:37:02,2013-07-01 07:43:31,282,Kent Ave & S 11 St,40.70827295,-73.96834101,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,19130,Subscriber,1976,2
1531,1184,2013-07-01 07:37:21,2013-07-01 07:57:05,2000,Front St & Washington St,40.70255088,-73.98940236,229,Great Jones St,40.72743423,-73.99379025,18780,Subscriber,1984,1
1549,146,2013-07-01 07:38:37,2013-07-01 07:41:03,218,Gallatin Pl & Livingston St,40.69028437,-73.98707105,233,Joralemon St & Adams St,40.69246277,-73.98963911,15427,Subscriber,1983,1
1589,320,2013-07-01 07:41:46,2013-07-01 07:47:06,353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,275,Washington Ave & Greene Ave,40.68650065,-73.96563307,16423,Subscriber,1985,1
1596,466,2013-07-01 07:42:02,2013-07-01 07:49:48,300,Shevchenko Pl & E 6 St,40.728145,-73.990214,383,Greenwich Ave & Charles St,40.735238,-74.000271,16331,Subscriber,1972,1
1621,718,2013-07-01 07:43:49,2013-07-01 07:55:47,455,1 Ave & E 44 St,40.75001986,-73.96905301,293,Lafayette St & E 8 St,40.73028666,-73.9907647,16236,Subscriber,1983,2
1639,517,2013-07-01 07:44:49,2013-07-01 07:53:26,275,Washington Ave & Greene Ave,40.68650065,-73.96563307,343,Clinton Ave & Flushing Ave,40.69794,-73.96986848,20172,Subscriber,1975,2
1676,1687,2013-07-01 07:47:37,2013-07-01 08:15:44,150,E 2 St & Avenue C,40.720873600000004,-73.98085795,270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,16016,Subscriber,1952,1
1830,1303,2013-07-01 07:55:20,2013-07-01 08:17:03,421,Clermont Ave & Park Ave,40.69573398,-73.97129668,195,Liberty St & Broadway,40.70905623,-74.01043382,18176,Subscriber,1981,1
1871,399,2013-07-01 07:56:58,2013-07-01 08:03:37,399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,271,Ashland Pl & Hanson Pl,40.68528172,-73.97805813,16992,Subscriber,1985,1
1914,1661,2013-07-01 07:59:14,2013-07-01 08:26:55,137,E 56 St & Madison Ave,40.761628,-73.972924,267,Broadway & W 36 St,40.75097711,-73.98765428,17155,Subscriber,1970,1
1949,1617,2013-07-01 08:01:17,2013-07-01 08:28:14,358,Christopher St & Greenwich St,40.73291553,-74.00711384,486,Broadway & W 29 St,40.7462009,-73.98855723,16238,Subscriber,1990,1
1999,983,2013-07-01 08:03:24,2013-07-01 08:19:47,526,E 33 St & 5 Ave,40.74765947,-73.98490707,447,8 Ave & W 52 St,40.76370739,-73.9851615,15068,Customer,\N,0
2058,948,2013-07-01 08:05:38,2013-07-01 08:21:26,331,Pike St & Monroe St,40.71173107,-73.99193043,363,West Thames St,40.70834698,-74.01713445,17106,Subscriber,1990,2
2211,1060,2013-07-01 08:11:25,2013-07-01 08:29:05,359,E 47 St & Park Ave,40.75510267,-73.97498696,379,W 31 St & 7 Ave,40.749156,-73.9916,16599,Customer,\N,0
2254,1436,2013-07-01 08:13:00,2013-07-01 08:36:56,431,Hanover Pl & Livingston St,40.68864636,-73.98263429,389,Broadway & Berry St,40.71044554,-73.96525063,19291,Subscriber,1987,2
2346,865,2013-07-01 08:16:43,2013-07-01 08:31:08,302,Avenue D & E 3 St,40.72082834,-73.97793172,523,W 38 St & 8 Ave,40.75466591,-73.99138152,17535,Subscriber,1978,1
2431,2240,2013-07-01 08:19:06,2013-07-01 08:56:26,397,Fulton St & Clermont Ave,40.68415748,-73.96922273,538,W 49 St & 5 Ave,40.75795248,-73.97787642,18459,Subscriber,1987,1
2450,134,2013-07-01 08:19:44,2013-07-01 08:21:58,3002,South End Ave & Liberty St,40.711512,-74.01575600000001,314,Montague St & Clinton St,40.69424674,-73.99215922,18523,Subscriber,1969,1
2494,909,2013-07-01 08:21:32,2013-07-01 08:36:41,274,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,15647,Subscriber,1980,2
2505,533,2013-07-01 08:21:53,2013-07-01 08:30:46,343,Clinton Ave & Flushing Ave,40.69794,-73.96986848,430,York St & Jay St,40.7014851,-73.98656928,17073,Subscriber,1979,2
2573,413,2013-07-01 08:23:51,2013-07-01 08:30:44,278,Concord St & Bridge St,40.69766564,-73.98476437,233,Joralemon St & Adams St,40.69246277,-73.98963911,17231,Subscriber,1984,1
2662,268,2013-07-01 08:26:43,2013-07-01 08:31:11,538,W 49 St & 5 Ave,40.75795248,-73.97787642,228,E 48 St & 3 Ave,40.7546011026,-73.971878855,20513,Subscriber,1979,1
2695,407,2013-07-01 08:27:54,2013-07-01 08:34:41,463,9 Ave & W 16 St,40.74206539,-74.00443172,368,Carmine St & 6 Ave,40.73038599,-74.00214988,19188,Subscriber,1968,2
2788,1581,2013-07-01 08:31:20,2013-07-01 08:57:41,232,Cadman Plaza E & Tillary St,40.69597683,-73.99014892,382,University Pl & E 14 St,40.73492695,-73.99200509,20123,Subscriber,1981,1
2995,965,2013-07-01 08:37:31,2013-07-01 08:53:36,344,Monroe St & Bedford Ave,40.6851443,-73.95380904,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,18853,Subscriber,1972,1
3241,434,2013-07-01 08:44:23,2013-07-01 08:51:37,289,Monroe St & Classon Ave,40.684568299999995,-73.95881081,241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,20068,Subscriber,1981,1
3437,1582,2013-07-01 08:50:55,2013-07-01 09:17:17,419,Carlton Ave & Park Ave,40.69580705,-73.97355569,453,W 22 St & 8 Ave,40.74475148,-73.99915362,19995,Subscriber,1984,1
3614,340,2013-07-01 08:57:48,2013-07-01 09:03:28,337,Old Slip & Front St,40.703799200000006,-74.00838676,489,10 Ave & W 28 St,40.75066386,-74.00176802,16336,Subscriber,1985,1
3937,993,2013-07-01 09:14:02,2013-07-01 09:30:35,409,DeKalb Ave & Skillman St,40.6906495,-73.95643107,532,S 5 Pl & S 4 St,40.710451,-73.960876,17276,Subscriber,1965,2
3946,565,2013-07-01 09:14:16,2013-07-01 09:23:41,245,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,2000,Front St & Washington St,40.70255088,-73.98940236,16827,Subscriber,1969,1
4090,1051,2013-07-01 09:21:12,2013-07-01 09:38:43,260,Broad St & Bridge St,40.70365182,-74.01167797,225,W 14 St & The High Line,40.74195138,-74.00803013,15553,Customer,\N,0
4440,309,2013-07-01 09:40:32,2013-07-01 09:45:41,418,Front St & Gold St,40.70224,-73.982578,2001,7 Ave & Farragut St,40.69892054,-73.97332996,19417,Subscriber,1979,2
5982,907,2013-07-01 13:56:42,2013-07-01 14:11:49,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,435,W 21 St & 6 Ave,40.74173969,-73.99415556,16116,Customer,\N,0
6291,363,2013-07-01 14:27:51,2013-07-01 14:33:54,407,Henry St & Poplar St,40.700469,-73.991454,418,Front St & Gold St,40.70224,-73.982578,20315,Subscriber,1976,1
6381,180,2013-07-01 14:46:02,2013-07-01 14:49:02,321,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,414,Pearl St & Anchorage Pl,40.70281858,-73.98765762,17652,Subscriber,1975,1
7191,1021,2013-07-01 16:09:39,2013-07-01 16:26:40,2005,Railroad Ave & Kay Ave,40.70531194,-73.97100056,271,Ashland Pl & Hanson Pl,40.68528172,-73.97805813,16498,Subscriber,1984,1
7463,619,2013-07-01 16:29:08,2013-07-01 16:39:27,2001,7 Ave & Farragut St,40.69892054,-73.97332996,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,17402,Subscriber,1979,2
12443,725,2013-07-01 19:24:19,2013-07-01 19:36:24,372,Franklin Ave & Myrtle Ave,40.694528000000005,-73.958089,2004,6 Ave & Broome St,40.724399,-74.004704,18386,Subscriber,1973,1
17788,1395,2013-07-02 07:07:40,2013-07-02 07:30:55,119,Park Ave & St Edwards St,40.69608941,-73.97803415,265,Stanton St & Chrystie St,40.72229346,-73.99147535,16406,Subscriber,1973,1
140642,1702,2013-07-07 18:31:35,2013-07-07 18:59:57,2017,E 43 St & 2 Ave,40.75022392,-73.97121414,388,W 26 St & 10 Ave,40.749717753,-74.002950346,19490,Subscriber,1955,1
301066,890,2013-07-14 14:11:35,2013-07-14 14:26:25,2010,Grand St & Greene St,40.72165481,-74.00234737,212,W 16 St & The High Line,40.74334935,-74.00681753,19751,Subscriber,1976,1
